"id_cliente","provincia","edad","antiguedad_meses","canal_adquisicion","tipo_poliza","prima_mensual_usd","siniestros_reclamados","score_satisfaccion","churn","Total_Primas_Provincia","Porcentaje_Aporte_Cliente","Ranking_Costo_Provincia","en_riesgo_critico","cartera_vencida_usd","rango_edad"
"EC-10340","Pichincha",27,19,"Broker Digital","Individual Premium",118.23,0,4,"No",59669.67,0.198140864529668,232,0,0,"18-30 Jóvenes"
"EC-10341","Guayas",63,48,"Banca Seguros","Individual Premium",115.56,0,4,"No",53241.88,0.217047181654742,204,0,0,"56+ Adultos Mayores"
"EC-10342","Pichincha",56,25,"Broker Digital","Corporativo Empresarial",177.98,0,4,"No",59669.67,0.298275489038233,10,0,0,"56+ Adultos Mayores"
"EC-10343","Pichincha",26,21,"Banca Seguros","Corporativo Empresarial",151.02,1,4,"Si",59669.67,0.253093405745331,101,0,0,"18-30 Jóvenes"
"EC-10344","Azuay",65,21,"Banca Seguros","Corporativo Empresarial",112.53,1,3,"No",16510.84,0.681552240830872,74,0,0,"56+ Adultos Mayores"
"EC-10345","Pichincha",47,46,"Broker Digital","Familiar Estándar",81.31,0,2,"No",59669.67,0.136266883996509,356,0,0,"31-55 Adultos"
"EC-10346","Pichincha",34,57,"Asesor Directo","Individual Premium",170.83,0,5,"Si",59669.67,0.28629285196315,33,0,0,"31-55 Adultos"
"EC-10347","Pichincha",42,50,"Broker Digital","Individual Premium",134.7,1,4,"No",59669.67,0.225742827134791,162,0,0,"31-55 Adultos"
"EC-10348","Guayas",43,38,"Asesor Directo","Individual Premium",146.32,0,3,"Si",53241.88,0.274821249737988,121,0,0,"31-55 Adultos"
"EC-10349","Pichincha",44,31,"Broker Digital","Familiar Estándar",115.72,0,4,"No",59669.67,0.19393437235366,243,0,0,"31-55 Adultos"
"EC-10350","Guayas",41,21,"Asesor Directo","Individual Premium",33.64,0,3,"No",53241.88,0.0631833436385041,462,0,0,"31-55 Adultos"
"EC-10351","Tungurahua",41,44,"Broker Digital","Familiar Estándar",53.12,0,3,"Si",6921.02,0.767516926695776,53,0,0,"31-55 Adultos"
"EC-10352","Pichincha",52,52,"Broker Digital","Corporativo Empresarial",52.89,0,4,"No",59669.67,0.0886379964896739,467,0,0,"31-55 Adultos"
"EC-10353","Pichincha",36,42,"Broker Digital","Familiar Estándar",56.34,0,4,"Si",59669.67,0.0944198283650639,461,0,0,"31-55 Adultos"
"EC-10354","Guayas",23,26,"Banca Seguros","Familiar Estándar",90.72,0,4,"No",53241.88,0.170392179990639,294,0,0,"18-30 Jóvenes"
"EC-10355","Manabí",27,1,"Banca Seguros","Corporativo Empresarial",103.68,1,4,"No",11778.96,0.880213533283074,57,0,0,"18-30 Jóvenes"
"EC-10356","Manabí",34,55,"Banca Seguros","Familiar Estándar",144.68,1,5,"No",11778.96,1.22829180165312,23,0,0,"31-55 Adultos"
"EC-10357","Pichincha",65,44,"Broker Digital","Corporativo Empresarial",136.57,3,4,"No",59669.67,0.228876747600582,153,0,0,"56+ Adultos Mayores"
"EC-10358","Guayas",47,34,"Broker Digital","Familiar Estándar",79.25,1,4,"No",53241.88,0.148848988803551,327,0,0,"31-55 Adultos"
"EC-10359","Guayas",51,6,"Asesor Directo","Individual Premium",156.14,0,4,"No",53241.88,0.293265376804876,85,0,0,"31-55 Adultos"
"EC-10360","Pichincha",63,38,"Banca Seguros","Familiar Estándar",132.6,0,2,"No",59669.67,0.22222345121064,172,0,0,"56+ Adultos Mayores"
"EC-10361","Pichincha",20,40,"Banca Seguros","Individual Premium",100.63,2,2,"Si",59669.67,0.168645142498693,290,1,100.63,"18-30 Jóvenes"
"EC-10362","Manabí",37,23,"Asesor Directo","Familiar Estándar",50.36,0,3,"Si",11778.96,0.427541990124765,97,0,0,"31-55 Adultos"
"EC-10363","Pichincha",45,1,"Broker Digital","Familiar Estándar",89.35,0,3,"Si",59669.67,0.149741066106114,329,0,0,"31-55 Adultos"
"EC-10364","Guayas",51,27,"Banca Seguros","Individual Premium",75.37,3,5,"Si",53241.88,0.141561492569383,338,0,0,"31-55 Adultos"
"EC-10365","Pichincha",34,53,"Asesor Directo","Individual Premium",94.18,0,3,"No",59669.67,0.15783563073166,316,0,0,"31-55 Adultos"
"EC-10366","Azuay",31,37,"Banca Seguros","Familiar Estándar",44.13,0,4,"No",16510.84,0.267278951282915,135,0,0,"31-55 Adultos"
"EC-10367","Manabí",43,33,"Asesor Directo","Individual Premium",105.38,2,4,"Si",11778.96,0.894646046849637,56,0,0,"31-55 Adultos"
"EC-10368","Guayas",36,32,"Banca Seguros","Corporativo Empresarial",85.02,0,5,"No",53241.88,0.159686322120857,310,0,0,"31-55 Adultos"
"EC-10369","Manabí",39,25,"Broker Digital","Familiar Estándar",100.94,0,2,"Si",11778.96,0.85695171729932,61,0,0,"31-55 Adultos"
"EC-10370","Guayas",26,42,"Asesor Directo","Corporativo Empresarial",26.35,1,3,"No",53241.88,0.0494911148892564,488,0,0,"18-30 Jóvenes"
"EC-10371","Guayas",29,8,"Asesor Directo","Individual Premium",109.46,1,5,"Si",53241.88,0.205590035513397,225,0,0,"18-30 Jóvenes"
"EC-10372","Manabí",48,46,"Banca Seguros","Corporativo Empresarial",83.13,0,4,"No",11778.96,0.705749913404919,72,0,0,"31-55 Adultos"
"EC-10373","Guayas",34,59,"Banca Seguros","Familiar Estándar",110.76,0,4,"Si",53241.88,0.208031722395979,222,0,0,"31-55 Adultos"
"EC-10374","Guayas",61,25,"Banca Seguros","Familiar Estándar",179.86,0,3,"No",53241.88,0.337816771308601,1,0,0,"56+ Adultos Mayores"
"EC-10375","Pichincha",70,52,"Banca Seguros","Individual Premium",92.86,0,3,"Si",59669.67,0.155623451579337,322,0,0,"56+ Adultos Mayores"
"EC-10376","Guayas",20,14,"Broker Digital","Individual Premium",71.68,3,4,"Si",53241.88,0.134630858264209,350,0,0,"18-30 Jóvenes"
"EC-10377","Pichincha",20,41,"Banca Seguros","Familiar Estándar",32.64,0,5,"No",59669.67,0.0547011572210807,532,0,0,"18-30 Jóvenes"
"EC-10378","Pichincha",22,49,"Banca Seguros","Familiar Estándar",19.79,0,4,"No",59669.67,0.0331659283518746,577,0,0,"18-30 Jóvenes"
"EC-10379","Pichincha",64,32,"Broker Digital","Individual Premium",99.5,0,3,"No",59669.67,0.166751383072841,298,0,0,"56+ Adultos Mayores"
"EC-10380","Guayas",29,50,"Asesor Directo","Corporativo Empresarial",149.56,0,3,"No",53241.88,0.280906684737654,109,0,0,"18-30 Jóvenes"
"EC-10381","Manabí",56,8,"Broker Digital","Corporativo Empresarial",113.12,2,3,"Si",11778.96,0.960356432146811,51,0,0,"56+ Adultos Mayores"
"EC-10382","Pichincha",49,10,"Broker Digital","Individual Premium",99.51,0,4,"No",59669.67,0.166768142005813,297,0,0,"31-55 Adultos"
"EC-10383","Guayas",21,18,"Banca Seguros","Individual Premium",172.03,0,1,"Si",53241.88,0.323110303392743,26,0,0,"18-30 Jóvenes"
"EC-10384","Tungurahua",31,13,"Asesor Directo","Corporativo Empresarial",68.41,0,4,"No",6921.02,0.988438120392659,46,0,0,"31-55 Adultos"
"EC-10385","Guayas",44,20,"Banca Seguros","Familiar Estándar",92.74,0,4,"No",53241.88,0.174186185762035,285,0,0,"31-55 Adultos"
"EC-10386","Guayas",62,52,"Banca Seguros","Individual Premium",173.98,0,5,"No",53241.88,0.326772833716616,20,0,0,"56+ Adultos Mayores"
"EC-10387","Pichincha",51,33,"Banca Seguros","Individual Premium",48.95,0,1,"Si",59669.67,0.0820349768986488,484,0,0,"31-55 Adultos"
"EC-10388","Pichincha",65,6,"Asesor Directo","Individual Premium",45.69,0,4,"No",59669.67,0.0765715647497296,496,0,0,"56+ Adultos Mayores"
"EC-10389","Guayas",59,48,"Broker Digital","Familiar Estándar",16.79,2,3,"No",53241.88,0.0315353251988848,520,0,0,"56+ Adultos Mayores"
"EC-10390","Manabí",22,12,"Asesor Directo","Familiar Estándar",157.24,2,4,"Si",11778.96,1.33492260776843,13,0,0,"18-30 Jóvenes"
"EC-10391","Azuay",32,54,"Banca Seguros","Familiar Estándar",96.42,0,5,"No",16510.84,0.583979979213656,91,0,0,"31-55 Adultos"
"EC-10392","Pichincha",49,4,"Banca Seguros","Individual Premium",28.61,0,3,"No",59669.67,0.0479473072333063,545,0,0,"31-55 Adultos"
"EC-10393","Pichincha",52,22,"Asesor Directo","Familiar Estándar",16.39,0,3,"Si",59669.67,0.0274678911413453,587,0,0,"31-55 Adultos"
"EC-10394","Pichincha",53,15,"Asesor Directo","Corporativo Empresarial",104.89,0,4,"No",59669.67,0.175784447944827,277,0,0,"31-55 Adultos"
"EC-10395","Guayas",64,36,"Asesor Directo","Familiar Estándar",41.9,0,2,"No",53241.88,0.0786974464462938,439,0,0,"56+ Adultos Mayores"
"EC-10396","Pichincha",33,60,"Banca Seguros","Familiar Estándar",149.67,0,4,"Si",59669.67,0.250830949794091,104,0,0,"31-55 Adultos"
"EC-10397","Azuay",33,18,"Banca Seguros","Individual Premium",19,0,3,"No",16510.84,0.115075913763322,159,0,0,"31-55 Adultos"
"EC-10398","Guayas",49,26,"Asesor Directo","Familiar Estándar",68.44,0,5,"No",53241.88,0.128545423264543,355,0,0,"31-55 Adultos"
"EC-10399","Pichincha",48,34,"Banca Seguros","Corporativo Empresarial",77.22,1,4,"No",59669.67,0.129412480410902,371,0,0,"31-55 Adultos"
"EC-10400","Pichincha",38,43,"Asesor Directo","Familiar Estándar",75.97,0,2,"No",59669.67,0.127317613789384,377,0,0,"31-55 Adultos"
"EC-10401","Guayas",32,9,"Banca Seguros","Individual Premium",150.39,0,2,"Si",53241.88,0.282465607901148,105,0,0,"31-55 Adultos"
"EC-10402","Guayas",44,58,"Asesor Directo","Familiar Estándar",135.19,0,2,"No",53241.88,0.253916653581729,151,0,0,"31-55 Adultos"
"EC-10403","Pichincha",43,53,"Banca Seguros","Familiar Estándar",145.13,0,4,"No",59669.67,0.243222394224738,118,0,0,"31-55 Adultos"
"EC-10404","Guayas",68,38,"Asesor Directo","Corporativo Empresarial",114.82,4,3,"Si",53241.88,0.21565729835235,208,0,0,"56+ Adultos Mayores"
"EC-10405","Pichincha",58,31,"Banca Seguros","Corporativo Empresarial",42.23,0,4,"No",59669.67,0.0707729739413675,505,0,0,"56+ Adultos Mayores"
"EC-10406","Pichincha",39,36,"Banca Seguros","Individual Premium",97.27,0,2,"No",59669.67,0.163014141020053,302,0,0,"31-55 Adultos"
"EC-10407","Guayas",66,55,"Banca Seguros","Individual Premium",117.69,3,4,"Si",53241.88,0.221047791700819,197,0,0,"56+ Adultos Mayores"
"EC-10408","Pichincha",31,38,"Asesor Directo","Corporativo Empresarial",59.53,1,3,"No",59669.67,0.099765927983178,450,0,0,"31-55 Adultos"
"EC-10409","Guayas",58,50,"Broker Digital","Corporativo Empresarial",54.3,2,3,"Si",53241.88,0.101987382864767,405,0,0,"56+ Adultos Mayores"
"EC-10410","Tungurahua",24,29,"Broker Digital","Individual Premium",113.16,0,4,"No",6921.02,1.63501911567948,28,0,0,"18-30 Jóvenes"
"EC-10411","Guayas",28,9,"Banca Seguros","Individual Premium",139.62,2,4,"No",53241.88,0.262237171189297,137,0,0,"18-30 Jóvenes"
"EC-10412","Pichincha",27,54,"Asesor Directo","Individual Premium",160.04,0,4,"Si",59669.67,0.268209963286205,75,0,0,"18-30 Jóvenes"
"EC-10413","Guayas",52,12,"Banca Seguros","Individual Premium",67.34,1,2,"Si",53241.88,0.126479380517743,361,0,0,"31-55 Adultos"
"EC-10414","Pichincha",47,36,"Banca Seguros","Familiar Estándar",82.82,0,3,"Si",59669.67,0.138797482875303,350,0,0,"31-55 Adultos"
"EC-10415","Pichincha",22,52,"Asesor Directo","Corporativo Empresarial",134.01,0,4,"No",59669.67,0.224586460759713,166,0,0,"18-30 Jóvenes"
"EC-10416","Guayas",34,48,"Broker Digital","Familiar Estándar",179.86,1,4,"No",53241.88,0.337816771308601,1,0,0,"31-55 Adultos"
"EC-10417","Pichincha",70,39,"Banca Seguros","Corporativo Empresarial",45.57,0,3,"No",59669.67,0.0763704575540639,497,0,0,"56+ Adultos Mayores"
"EC-10418","Tungurahua",37,52,"Asesor Directo","Individual Premium",103.47,0,4,"No",6921.02,1.49501085100173,31,0,0,"31-55 Adultos"
"EC-10419","Pichincha",62,58,"Asesor Directo","Familiar Estándar",107.46,0,1,"No",59669.67,0.180091493718668,268,0,0,"56+ Adultos Mayores"
"EC-10420","Pichincha",31,1,"Asesor Directo","Individual Premium",76.79,0,4,"No",59669.67,0.1286918462931,373,0,0,"31-55 Adultos"
"EC-10421","Pichincha",29,17,"Broker Digital","Corporativo Empresarial",47.32,0,4,"No",59669.67,0.0793032708241893,488,0,0,"18-30 Jóvenes"
"EC-10422","Azuay",62,24,"Banca Seguros","Familiar Estándar",105.89,0,2,"Si",16510.84,0.641336237284111,77,0,0,"56+ Adultos Mayores"
"EC-10423","Guayas",37,43,"Banca Seguros","Individual Premium",68.45,0,3,"Si",53241.88,0.128564205471332,354,0,0,"31-55 Adultos"
"EC-10424","Pichincha",64,56,"Banca Seguros","Familiar Estándar",177.79,0,4,"Si",59669.67,0.297957069311763,12,0,0,"56+ Adultos Mayores"
"EC-10425","Pichincha",21,27,"Banca Seguros","Corporativo Empresarial",150.57,0,4,"No",59669.67,0.252339253761584,103,0,0,"18-30 Jóvenes"
"EC-10426","Pichincha",28,20,"Banca Seguros","Individual Premium",86.96,0,4,"Si",59669.67,0.145735681125771,338,0,0,"18-30 Jóvenes"
"EC-10427","Pichincha",19,3,"Broker Digital","Individual Premium",168.36,0,2,"Si",59669.67,0.28215339551903,35,0,0,"18-30 Jóvenes"
"EC-10428","Pichincha",62,13,"Asesor Directo","Corporativo Empresarial",178.52,0,4,"No",59669.67,0.299180471418729,7,0,0,"56+ Adultos Mayores"
"EC-10429","Azuay",56,58,"Banca Seguros","Individual Premium",102.94,1,2,"Si",16510.84,0.623469187515596,84,0,0,"56+ Adultos Mayores"
"EC-10430","Azuay",48,20,"Banca Seguros","Corporativo Empresarial",115.38,3,4,"Si",16510.84,0.69881362789537,71,0,0,"31-55 Adultos"
"EC-10431","Pichincha",61,19,"Asesor Directo","Individual Premium",135.41,0,2,"No",59669.67,0.226932711375813,158,0,0,"56+ Adultos Mayores"
"EC-10432","Guayas",27,19,"Banca Seguros","Corporativo Empresarial",96.72,0,1,"No",53241.88,0.181661504064094,270,0,0,"18-30 Jóvenes"
"EC-10433","Pichincha",47,60,"Broker Digital","Individual Premium",143.63,0,3,"No",59669.67,0.240708554278916,124,0,0,"31-55 Adultos"
"EC-10434","Azuay",44,20,"Asesor Directo","Familiar Estándar",94.01,1,4,"Si",16510.84,0.569383508046835,92,0,0,"31-55 Adultos"
"EC-10435","Guayas",60,9,"Asesor Directo","Corporativo Empresarial",53.95,0,4,"No",53241.88,0.101330005627149,406,0,0,"56+ Adultos Mayores"
"EC-10436","Azuay",53,7,"Broker Digital","Familiar Estándar",127.61,0,4,"No",16510.84,0.772886176596709,58,0,0,"31-55 Adultos"
"EC-10437","Pichincha",57,1,"Banca Seguros","Familiar Estándar",30.67,0,3,"No",59669.67,0.0513996474255681,538,0,0,"56+ Adultos Mayores"
"EC-10438","Tungurahua",30,38,"Banca Seguros","Individual Premium",161.37,1,4,"Si",6921.02,2.33159274211027,10,0,0,"18-30 Jóvenes"
"EC-10439","Pichincha",47,6,"Banca Seguros","Individual Premium",123.59,0,4,"Si",59669.67,0.207123652602738,204,0,0,"31-55 Adultos"
"EC-10440","Guayas",44,21,"Banca Seguros","Familiar Estándar",92.43,1,4,"No",53241.88,0.173603937351574,287,0,0,"31-55 Adultos"
"EC-10441","Pichincha",20,35,"Banca Seguros","Familiar Estándar",102.09,0,4,"No",59669.67,0.171091946712626,284,0,0,"18-30 Jóvenes"
"EC-10442","Pichincha",63,56,"Broker Digital","Corporativo Empresarial",147.87,0,4,"No",59669.67,0.247814341859105,111,0,0,"56+ Adultos Mayores"
"EC-10443","Pichincha",37,17,"Banca Seguros","Familiar Estándar",104.01,0,4,"Si",59669.67,0.174309661843278,279,0,0,"31-55 Adultos"
"EC-10444","Pichincha",27,41,"Banca Seguros","Familiar Estándar",45.26,0,4,"No",59669.67,0.0758509306319274,500,0,0,"18-30 Jóvenes"
"EC-10445","Guayas",61,32,"Broker Digital","Familiar Estándar",77.96,1,4,"No",53241.88,0.146426084127758,330,0,0,"56+ Adultos Mayores"
"EC-10446","Pichincha",64,10,"Banca Seguros","Familiar Estándar",166.86,0,3,"Si",59669.67,0.279639555573208,45,0,0,"56+ Adultos Mayores"
"EC-10447","Guayas",43,25,"Banca Seguros","Familiar Estándar",26.77,0,4,"No",53241.88,0.0502799675743982,487,0,0,"31-55 Adultos"
"EC-10448","Pichincha",21,51,"Asesor Directo","Corporativo Empresarial",67,0,4,"No",59669.67,0.11228485091337,411,0,0,"18-30 Jóvenes"
"EC-10449","Pichincha",30,45,"Banca Seguros","Corporativo Empresarial",168.04,0,4,"No",59669.67,0.281617109663921,38,0,0,"18-30 Jóvenes"
"EC-10450","Manabí",30,37,"Banca Seguros","Individual Premium",114.12,0,5,"No",11778.96,0.968846146009495,50,0,0,"18-30 Jóvenes"
"EC-10451","Guayas",58,53,"Asesor Directo","Familiar Estándar",77.44,1,4,"No",53241.88,0.145449409374725,331,0,0,"56+ Adultos Mayores"
"EC-10452","Pichincha",51,50,"Banca Seguros","Corporativo Empresarial",81.86,0,3,"No",59669.67,0.137188625309977,355,0,0,"31-55 Adultos"
"EC-10453","Guayas",69,20,"Banca Seguros","Familiar Estándar",151.19,1,4,"No",53241.88,0.283968184444276,100,0,0,"56+ Adultos Mayores"
"EC-10454","Pichincha",21,31,"Banca Seguros","Individual Premium",16.12,0,4,"No",59669.67,0.0270153999510974,588,0,0,"18-30 Jóvenes"
"EC-10455","Guayas",31,48,"Banca Seguros","Familiar Estándar",53.7,1,3,"No",53241.88,0.100860450457422,407,0,0,"31-55 Adultos"
"EC-10456","Guayas",50,47,"Banca Seguros","Familiar Estándar",38.93,1,5,"Si",53241.88,0.0731191310299336,446,0,0,"31-55 Adultos"
"EC-10457","Guayas",52,1,"Banca Seguros","Corporativo Empresarial",133.27,0,3,"No",53241.88,0.250310469878224,155,0,0,"31-55 Adultos"
"EC-10458","Azuay",54,13,"Banca Seguros","Familiar Estándar",77.73,1,4,"No",16510.84,0.470781619832789,108,0,0,"31-55 Adultos"
"EC-10459","Azuay",44,43,"Banca Seguros","Familiar Estándar",80.99,0,1,"Si",16510.84,0.490526223983759,105,0,0,"31-55 Adultos"
"EC-10460","Guayas",49,46,"Banca Seguros","Corporativo Empresarial",87.58,1,4,"Si",53241.88,0.164494567058864,301,0,0,"31-55 Adultos"
"EC-10461","Azuay",41,9,"Banca Seguros","Familiar Estándar",139.55,0,3,"No",16510.84,0.845202303456396,45,0,0,"31-55 Adultos"
"EC-10462","Guayas",31,56,"Asesor Directo","Individual Premium",114.87,1,3,"Si",53241.88,0.215751209386295,207,0,0,"31-55 Adultos"
"EC-10463","Pichincha",52,1,"Banca Seguros","Individual Premium",144.21,1,3,"Si",59669.67,0.2416805723913,122,0,0,"31-55 Adultos"
"EC-10464","Guayas",19,34,"Banca Seguros","Corporativo Empresarial",28.6,0,4,"No",53241.88,0.053717111416802,482,0,0,"18-30 Jóvenes"
"EC-10465","Guayas",42,45,"Banca Seguros","Familiar Estándar",99.51,0,3,"Si",53241.88,0.18690173975825,257,0,0,"31-55 Adultos"
"EC-10466","Guayas",48,25,"Banca Seguros","Individual Premium",108.84,1,5,"No",53241.88,0.204425538692473,229,0,0,"31-55 Adultos"
"EC-10467","Pichincha",68,25,"Asesor Directo","Individual Premium",66.69,2,4,"No",59669.67,0.111765323991234,414,0,0,"56+ Adultos Mayores"
"EC-10468","Pichincha",34,46,"Broker Digital","Corporativo Empresarial",177.83,0,5,"Si",59669.67,0.298024105043651,11,0,0,"31-55 Adultos"
"EC-10469","Guayas",53,19,"Banca Seguros","Individual Premium",74.39,1,2,"No",53241.88,0.139720836304052,342,0,0,"31-55 Adultos"
"EC-10470","Azuay",50,37,"Banca Seguros","Corporativo Empresarial",170.11,0,1,"No",16510.84,1.03029282580414,12,0,0,"31-55 Adultos"
"EC-10471","Pichincha",22,41,"Asesor Directo","Individual Premium",74.18,0,4,"No",59669.67,0.12431776478737,388,0,0,"18-30 Jóvenes"
"EC-10472","Pichincha",65,55,"Broker Digital","Individual Premium",173.56,0,3,"No",59669.67,0.290868040664545,28,0,0,"56+ Adultos Mayores"
"EC-10473","Pichincha",35,2,"Banca Seguros","Corporativo Empresarial",68.81,0,4,"No",59669.67,0.115318217781328,405,0,0,"31-55 Adultos"
"EC-10474","Guayas",51,54,"Broker Digital","Familiar Estándar",50.44,0,4,"No",53241.88,0.094737451044178,417,0,0,"31-55 Adultos"
"EC-10475","Manabí",57,41,"Banca Seguros","Familiar Estándar",89.25,3,4,"Si",11778.96,0.757706962244545,70,0,0,"56+ Adultos Mayores"
"EC-10476","Guayas",36,58,"Broker Digital","Familiar Estándar",172.68,1,4,"Si",53241.88,0.324331146834034,23,0,0,"31-55 Adultos"
"EC-10477","Pichincha",35,6,"Broker Digital","Familiar Estándar",92.52,1,5,"No",59669.67,0.155053647858284,323,0,0,"31-55 Adultos"
"EC-10478","Tungurahua",46,60,"Banca Seguros","Familiar Estándar",157.09,0,3,"No",6921.02,2.26975214635993,16,0,0,"31-55 Adultos"
"EC-10479","Azuay",36,44,"Banca Seguros","Familiar Estándar",137.12,1,4,"Si",16510.84,0.830484699748771,50,0,0,"31-55 Adultos"
"EC-10480","Guayas",53,25,"Broker Digital","Familiar Estándar",36.6,0,1,"Si",53241.88,0.0687428768480752,452,0,0,"31-55 Adultos"
"EC-10481","Guayas",40,42,"Broker Digital","Corporativo Empresarial",110.81,0,2,"No",53241.88,0.208125633429924,221,0,0,"31-55 Adultos"
"EC-10482","Guayas",58,35,"Broker Digital","Individual Premium",90.05,0,3,"No",53241.88,0.16913377213577,295,0,0,"56+ Adultos Mayores"
"EC-10483","Guayas",36,35,"Banca Seguros","Familiar Estándar",60.07,1,4,"No",53241.88,0.112824716182073,387,0,0,"31-55 Adultos"
"EC-10484","Manabí",61,18,"Banca Seguros","Individual Premium",72.39,0,5,"No",11778.96,0.614570386519693,82,0,0,"56+ Adultos Mayores"
"EC-10485","Manabí",43,57,"Asesor Directo","Individual Premium",130.42,0,5,"Si",11778.96,1.10722848197124,37,0,0,"31-55 Adultos"
"EC-10486","Azuay",23,8,"Banca Seguros","Individual Premium",125.62,1,5,"No",16510.84,0.760833488786761,61,0,0,"18-30 Jóvenes"
"EC-10487","Guayas",39,49,"Banca Seguros","Individual Premium",129.49,4,2,"Si",53241.88,0.243210795711947,167,1,129.49,"31-55 Adultos"
"EC-10488","Guayas",28,28,"Banca Seguros","Corporativo Empresarial",140.04,1,4,"Si",53241.88,0.263026023874439,136,0,0,"18-30 Jóvenes"
"EC-10489","Guayas",70,7,"Asesor Directo","Individual Premium",76.1,0,3,"Si",53241.88,0.142932593664987,336,0,0,"56+ Adultos Mayores"
"EC-10490","Guayas",43,52,"Asesor Directo","Familiar Estándar",157.82,2,4,"Si",53241.88,0.296420787545444,79,0,0,"31-55 Adultos"
"EC-10491","Guayas",22,3,"Asesor Directo","Corporativo Empresarial",119.03,0,1,"No",53241.88,0.223564607410557,192,0,0,"18-30 Jóvenes"
"EC-10492","Guayas",65,11,"Broker Digital","Corporativo Empresarial",19.57,0,3,"Si",53241.88,0.0367567786862523,510,0,0,"56+ Adultos Mayores"
"EC-10493","Guayas",33,55,"Banca Seguros","Individual Premium",98.59,0,5,"No",53241.88,0.185173776733654,261,0,0,"31-55 Adultos"
"EC-10494","Pichincha",58,31,"Asesor Directo","Familiar Estándar",67.14,1,2,"Si",59669.67,0.11251947597498,410,0,0,"56+ Adultos Mayores"
"EC-10495","Pichincha",27,30,"Asesor Directo","Familiar Estándar",83.72,0,3,"No",59669.67,0.140305786842796,348,0,0,"18-30 Jóvenes"
"EC-10496","Manabí",51,15,"Broker Digital","Individual Premium",129.3,1,4,"Si",11778.96,1.09772000244504,40,0,0,"31-55 Adultos"
"EC-10497","Manabí",36,17,"Banca Seguros","Familiar Estándar",70.46,0,3,"No",11778.96,0.598185238764713,85,0,0,"31-55 Adultos"
"EC-10498","Pichincha",21,21,"Asesor Directo","Familiar Estándar",73.04,0,5,"No",59669.67,0.122407246428546,393,0,0,"18-30 Jóvenes"
"EC-10499","Manabí",40,7,"Broker Digital","Individual Premium",41.63,0,4,"No",11778.96,0.353426788103534,100,0,0,"31-55 Adultos"
"EC-10500","Pichincha",47,22,"Asesor Directo","Corporativo Empresarial",168.2,0,2,"No",59669.67,0.281885252591476,36,0,0,"31-55 Adultos"
"EC-10501","Guayas",37,60,"Broker Digital","Corporativo Empresarial",73.33,1,2,"Si",53241.88,0.137729922384409,345,0,0,"31-55 Adultos"
"EC-10502","Azuay",48,54,"Broker Digital","Individual Premium",150.44,1,4,"No",16510.84,0.9111589719239,32,0,0,"31-55 Adultos"
"EC-10503","Pichincha",66,29,"Asesor Directo","Familiar Estándar",60.32,1,5,"No",59669.67,0.101089883687977,444,0,0,"56+ Adultos Mayores"
"EC-10504","Pichincha",68,45,"Asesor Directo","Familiar Estándar",153.12,0,4,"No",59669.67,0.256612781669481,97,0,0,"56+ Adultos Mayores"
"EC-10505","Pichincha",35,22,"Banca Seguros","Corporativo Empresarial",51.58,1,3,"No",59669.67,0.0864425762703229,472,0,0,"31-55 Adultos"
"EC-10506","Guayas",47,1,"Asesor Directo","Corporativo Empresarial",152.69,0,3,"No",53241.88,0.28678551546264,93,0,0,"31-55 Adultos"
"EC-10507","Guayas",67,6,"Banca Seguros","Individual Premium",96.95,0,2,"No",53241.88,0.182093494820243,268,0,0,"56+ Adultos Mayores"
"EC-10508","Manabí",39,37,"Asesor Directo","Individual Premium",48.87,0,2,"No",11778.96,0.414892316469366,98,0,0,"31-55 Adultos"
"EC-10509","Guayas",64,53,"Banca Seguros","Familiar Estándar",99.1,0,5,"No",53241.88,0.186131669279898,259,0,0,"56+ Adultos Mayores"
"EC-10510","Pichincha",54,19,"Banca Seguros","Individual Premium",163.12,0,2,"Si",59669.67,0.273371714641626,65,0,0,"31-55 Adultos"
"EC-10511","Guayas",56,21,"Broker Digital","Individual Premium",143.82,0,2,"Si",53241.88,0.270125698040715,128,0,0,"56+ Adultos Mayores"
"EC-10512","Guayas",57,4,"Asesor Directo","Corporativo Empresarial",116.45,1,4,"Si",53241.88,0.218718798058972,201,0,0,"56+ Adultos Mayores"
"EC-10513","Guayas",57,33,"Banca Seguros","Corporativo Empresarial",105.37,0,1,"Si",53241.88,0.197908112936658,241,0,0,"56+ Adultos Mayores"
"EC-10514","Manabí",52,55,"Banca Seguros","Familiar Estándar",16.8,0,4,"No",11778.96,0.142627192893091,119,0,0,"31-55 Adultos"
"EC-10515","Pichincha",43,24,"Asesor Directo","Individual Premium",141.45,0,3,"No",59669.67,0.237055106890988,132,0,0,"31-55 Adultos"
"EC-10516","Pichincha",60,47,"Banca Seguros","Corporativo Empresarial",50.93,1,4,"Si",59669.67,0.0853532456271335,477,0,0,"56+ Adultos Mayores"
"EC-10517","Azuay",29,41,"Banca Seguros","Corporativo Empresarial",65.6,0,4,"No",16510.84,0.397314733835468,119,0,0,"18-30 Jóvenes"
"EC-10518","Pichincha",53,23,"Asesor Directo","Corporativo Empresarial",73.93,0,5,"No",59669.67,0.123898791463067,390,0,0,"31-55 Adultos"
"EC-10519","Guayas",50,30,"Banca Seguros","Familiar Estándar",20.6,2,5,"No",53241.88,0.0386913459855287,506,0,0,"31-55 Adultos"
